fold,trial,accuracy,learning_rate,lambda_reg,temperature,threshold,features,cost
0,0,0.7237569093704224,0.0012736682859159465,1.310701822177508e-07,70.61939916724094,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,0,0.6933701657458563,0.0012736682859159465,1.310701822177508e-07,70.61939916724094,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,0,0.6933701657458563,0.0012736682859159465,1.310701822177508e-07,70.61939916724094,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,0,0.6878453038674033,0.0012736682859159465,1.310701822177508e-07,70.61939916724094,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,0,0.6546961325966851,0.0012736682859159465,1.310701822177508e-07,70.61939916724094,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,0,0.6574585635359116,0.0012736682859159465,1.310701822177508e-07,70.61939916724094,0.5,"[1, 2, 4, 6, 7, 9, 11, 12, 13, 16, 18, 19, 20, 21, 22, 23]",0.2224
0,1,0.7154695987701416,0.0010252625453853448,8.240311542192181e-06,3.36990701325545,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,1,0.6906077348066298,0.0010252625453853448,8.240311542192181e-06,3.36990701325545,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,1,0.6823204419889503,0.0010252625453853448,8.240311542192181e-06,3.36990701325545,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,1,0.6795580110497238,0.0010252625453853448,8.240311542192181e-06,3.36990701325545,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,1,0.6878453038674033,0.0010252625453853448,8.240311542192181e-06,3.36990701325545,0.2,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23]",0.28
0,1,0.6353591160220995,0.0010252625453853448,8.240311542192181e-06,3.36990701325545,0.5,"[0, 1, 3, 7, 8, 10, 15, 16, 17, 18, 20, 21, 22]",0.1688
0,2,0.7127071619033813,0.018797025895170415,7.500232145148637e-08,8.256723267106695,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,2,0.649171270718232,0.018797025895170415,7.500232145148637e-08,8.256723267106695,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,2,0.6602209944751382,0.018797025895170415,7.500232145148637e-08,8.256723267106695,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23]",0.30710000000000004
0,2,0.6767955801104972,0.018797025895170415,7.500232145148637e-08,8.256723267106695,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23]",0.28200000000000003
0,2,0.6685082872928176,0.018797025895170415,7.500232145148637e-08,8.256723267106695,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",0.2304
0,2,0.6629834254143646,0.018797025895170415,7.500232145148637e-08,8.256723267106695,0.5,"[1, 2, 3, 5, 7, 8, 9, 12, 13, 14, 16, 18, 19]",0.1688
0,3,0.7071823477745056,0.02827561960897213,6.683036981336217e-07,14.554076458947348,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,3,0.6795580110497238,0.02827561960897213,6.683036981336217e-07,14.554076458947348,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23]",0.30710000000000004
0,3,0.6574585635359116,0.02827561960897213,6.683036981336217e-07,14.554076458947348,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23]",0.2786
0,3,0.7071823204419889,0.02827561960897213,6.683036981336217e-07,14.554076458947348,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 15, 16, 17, 18, 19, 20, 21, 23]",0.25210000000000005
0,3,0.6712707182320442,0.02827561960897213,6.683036981336217e-07,14.554076458947348,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 13, 15, 16, 17, 19, 20, 21, 23]",0.1985
0,3,0.6685082872928176,0.02827561960897213,6.683036981336217e-07,14.554076458947348,0.5,"[1, 2, 3, 5, 7, 8, 13, 15, 17, 19]",0.1369
0,4,0.7071823477745056,0.021321855119488406,2.5825415772192567e-07,2.7817873561144557,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,4,0.6464088397790055,0.021321855119488406,2.5825415772192567e-07,2.7817873561144557,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,4,0.6767955801104972,0.021321855119488406,2.5825415772192567e-07,2.7817873561144557,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.33160000000000006
0,4,0.649171270718232,0.021321855119488406,2.5825415772192567e-07,2.7817873561144557,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.33160000000000006
0,4,0.649171270718232,0.021321855119488406,2.5825415772192567e-07,2.7817873561144557,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.33160000000000006
0,4,0.6408839779005525,0.021321855119488406,2.5825415772192567e-07,2.7817873561144557,0.5,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20, 21, 22, 23]",0.1979
1,0,0.7452054619789124,0.012016872911928673,1.2603658697988667e-05,10.201750623142114,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
1,0,0.6986301369863014,0.012016872911928673,1.2603658697988667e-05,10.201750623142114,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
1,0,0.7041095890410959,0.012016872911928673,1.2603658697988667e-05,10.201750623142114,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
1,0,0.6904109589041096,0.012016872911928673,1.2603658697988667e-05,10.201750623142114,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23]",0.33160000000000006
1,0,0.6986301369863014,0.012016872911928673,1.2603658697988667e-05,10.201750623142114,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 19, 21, 22, 23]",0.28
1,0,0.684931506849315,0.012016872911928673,1.2603658697988667e-05,10.201750623142114,0.5,"[0, 1, 2, 3, 4, 5, 10, 11, 12, 13, 14, 16, 17, 21, 23]",0.1728
1,1,0.7287670969963074,0.03563544620755745,6.145567030763321e-05,2.030425417545587,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
1,1,0.6876712328767123,0.03563544620755745,6.145567030763321e-05,2.030425417545587,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23]",0.30850000000000005
1,1,0.6821917808219178,0.03563544620755745,6.145567030763321e-05,2.030425417545587,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 17, 19, 20, 21, 23]",0.1985
1,1,0.663013698630137,0.03563544620755745,6.145567030763321e-05,2.030425417545587,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 17, 20, 21]",0.1232
1,1,0.6821917808219178,0.03563544620755745,6.145567030763321e-05,2.030425417545587,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 17, 20, 21]",0.1232
1,1,0.7013698630136986,0.03563544620755745,6.145567030763321e-05,2.030425417545587,0.5,"[1, 2, 3, 4, 5, 6, 8, 9, 13, 17, 20, 21]",0.0961
1,2,0.7260273694992065,0.013574377263571741,6.486109577284066e-07,5.296133515563228,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
1,2,0.6958904109589041,0.013574377263571741,6.486109577284066e-07,5.296133515563228,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
1,2,0.6986301369863014,0.013574377263571741,6.486109577284066e-07,5.296133515563228,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 23]",0.2806
