fold,trial,accuracy,learning_rate,lambda_reg,temperature,threshold,features,cost
0,0,0.5780193209648132,0.0043996021950754634,5.658735913993887e-08,1.847697860724808,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,0,0.49975845410628017,0.0043996021950754634,5.658735913993887e-08,1.847697860724808,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,0,0.4995169082125604,0.0043996021950754634,5.658735913993887e-08,1.847697860724808,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,0,0.5270531400966184,0.0043996021950754634,5.658735913993887e-08,1.847697860724808,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,0,0.5231884057971015,0.0043996021950754634,5.658735913993887e-08,1.847697860724808,0.2,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23]",0.2806
0,0,0.5311594202898551,0.0043996021950754634,5.658735913993887e-08,1.847697860724808,0.5,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23]",0.2806
0,1,0.5637680888175964,0.00488765245791895,6.304977705182311e-08,1.7622837091343087,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,1,0.5019323671497584,0.00488765245791895,6.304977705182311e-08,1.7622837091343087,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,1,0.5222222222222223,0.00488765245791895,6.304977705182311e-08,1.7622837091343087,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,1,0.5466183574879228,0.00488765245791895,6.304977705182311e-08,1.7622837091343087,0.1,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3085
0,1,0.5185990338164251,0.00488765245791895,6.304977705182311e-08,1.7622837091343087,0.2,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3085
0,1,0.5374396135265701,0.00488765245791895,6.304977705182311e-08,1.7622837091343087,0.5,"[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.2814
0,2,0.561835765838623,0.007926423383939462,7.282608614624909e-07,1.890102042364536,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,2,0.5270531400966184,0.007926423383939462,7.282608614624909e-07,1.890102042364536,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,2,0.518840579710145,0.007926423383939462,7.282608614624909e-07,1.890102042364536,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,2,0.5294685990338164,0.007926423383939462,7.282608614624909e-07,1.890102042364536,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.30850000000000005
0,2,0.5316425120772947,0.007926423383939462,7.282608614624909e-07,1.890102042364536,0.2,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.28200000000000003
0,2,0.5060386473429952,0.007926423383939462,7.282608614624909e-07,1.890102042364536,0.5,"[0, 1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22]",0.22840000000000002
0,3,0.5589371919631958,0.00407122479142422,7.142981238840598e-08,1.8073165909889037,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,3,0.5415458937198068,0.00407122479142422,7.142981238840598e-08,1.8073165909889037,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,3,0.521256038647343,0.00407122479142422,7.142981238840598e-08,1.8073165909889037,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,3,0.5393719806763285,0.00407122479142422,7.142981238840598e-08,1.8073165909889037,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,3,0.5154589371980677,0.00407122479142422,7.142981238840598e-08,1.8073165909889037,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,3,0.5301932367149759,0.00407122479142422,7.142981238840598e-08,1.8073165909889037,0.5,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3085
0,4,0.5562801957130432,0.004508866831969308,6.936027963796437e-08,1.9160708526111443,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,4,0.5106280193236715,0.004508866831969308,6.936027963796437e-08,1.9160708526111443,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,4,0.5461352657004831,0.004508866831969308,6.936027963796437e-08,1.9160708526111443,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,4,0.5323671497584541,0.004508866831969308,6.936027963796437e-08,1.9160708526111443,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
0,4,0.5364734299516908,0.004508866831969308,6.936027963796437e-08,1.9160708526111443,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23]",0.33160000000000006
0,4,0.5041062801932367,0.004508866831969308,6.936027963796437e-08,1.9160708526111443,0.5,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22]",0.278
1,0,0.5762543678283691,0.0029018837633118643,2.460784382496325e-08,1.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
1,0,0.5417287630402384,0.0029018837633118643,2.460784382496325e-08,1.0,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23]",0.30710000000000004
1,0,0.5481867858917039,0.0029018837633118643,2.460784382496325e-08,1.0,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23]",0.30710000000000004
1,0,0.5541480377545951,0.0029018837633118643,2.460784382496325e-08,1.0,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 23]",0.2806
1,0,0.5516641828117238,0.0029018837633118643,2.460784382496325e-08,1.0,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 23]",0.2806
1,0,0.5454545454545454,0.0029018837633118643,2.460784382496325e-08,1.0,0.5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 23]",0.2806
1,1,0.5695479512214661,0.004178081413561028,1e-09,1.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
1,1,0.5392449080973671,0.004178081413561028,1e-09,1.0,0.01,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.30710000000000004
1,1,0.5437158469945356,0.004178081413561028,1e-09,1.0,0.05,"[0, 1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23]",0.23040000000000002
1,1,0.5412319920516642,0.004178081413561028,1e-09,1.0,0.1,"[0, 1, 3, 4, 5, 6, 8, 9, 11, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23]",0.2039
1,1,0.53725782414307,0.004178081413561028,1e-09,1.0,0.2,"[0, 1, 3, 4, 5, 6, 8, 9, 11, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23]",0.2039
1,1,0.5387481371087929,0.004178081413561028,1e-09,1.0,0.5,"[0, 1, 3, 4, 5, 6, 8, 9, 11, 12, 15, 16, 17, 18, 20, 21, 22, 23]",0.2019
1,2,0.5680575966835022,0.001,2.0053126420521826e-08,1.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
1,2,0.555638350720318,0.001,2.0053126420521826e-08,1.0,0.01,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
1,2,0.5563835072031793,0.001,2.0053126420521826e-08,1.0,0.05,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
1,2,0.5526577247888723,0.001,2.0053126420521826e-08,1.0,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
1,2,0.5509190263288624,0.001,2.0053126420521826e-08,1.0,0.2,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.30710000000000004
1,2,0.5424739195230999,0.001,2.0053126420521826e-08,1.0,0.5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.30710000000000004
1,3,0.5675608515739441,0.009034944259205565,3.913931705130822e-08,1.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.3336
1,3,0.5588673621460507,0.009034944259205565,3.913931705130822e-08,1.0,0.01,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.30710000000000004
