fs_method,num_features,total_cost,sparsity,precision,accuracy
DISR,2,0.0084,0.0,32,0.5277065634727478
DISR,2,0.0084,0.2,32,0.5336908102035522
DISR,2,0.0084,0.2,4,0.5350120663642883
DISR,2,0.0084,0.2,6,0.5350120663642883
DISR,2,0.0084,0.2,8,0.5350120663642883
DISR,2,0.0084,0.2,10,0.5350120663642883
DISR,2,0.0084,0.5,32,0.5332245230674744
DISR,2,0.0084,0.5,4,0.5496230721473694
DISR,2,0.0084,0.5,6,0.5467475056648254
DISR,2,0.0084,0.5,8,0.5467475056648254
DISR,2,0.0084,0.5,10,0.5467475056648254
DISR,2,0.0084,0.9,32,0.5343126058578491
DISR,2,0.0084,0.9,4,0.5346234440803528
DISR,2,0.0084,0.9,6,0.534234881401062
DISR,2,0.0084,0.9,8,0.534234881401062
DISR,2,0.0084,0.9,10,0.534234881401062
Fisher,2,0.0099,0.0,32,0.5317478775978088
Fisher,2,0.0099,0.2,32,0.5317478775978088
Fisher,2,0.0099,0.2,4,0.5317478775978088
Fisher,2,0.0099,0.2,6,0.5317478775978088
Fisher,2,0.0099,0.2,8,0.5317478775978088
Fisher,2,0.0099,0.2,10,0.5317478775978088
Fisher,2,0.0099,0.5,32,0.5317478775978088
Fisher,2,0.0099,0.5,4,0.5317478775978088
Fisher,2,0.0099,0.5,6,0.5317478775978088
Fisher,2,0.0099,0.5,8,0.5317478775978088
Fisher,2,0.0099,0.5,10,0.5317478775978088
Fisher,2,0.0099,0.9,32,0.5317478775978088
Fisher,2,0.0099,0.9,4,0.5317478775978088
Fisher,2,0.0099,0.9,6,0.5317478775978088
Fisher,2,0.0099,0.9,8,0.5317478775978088
Fisher,2,0.0099,0.9,10,0.5317478775978088
JMI,2,0.0084,0.0,32,0.5277842283248901
JMI,2,0.0084,0.2,32,0.5351674556732178
JMI,2,0.0084,0.2,4,0.528406023979187
JMI,2,0.0084,0.2,6,0.528406023979187
JMI,2,0.0084,0.2,8,0.528406023979187
JMI,2,0.0084,0.2,10,0.528406023979187
JMI,2,0.0084,0.5,32,0.5451931357383728
JMI,2,0.0084,0.5,4,0.5618247985839844
JMI,2,0.0084,0.5,6,0.5596486926078796
JMI,2,0.0084,0.5,8,0.5596486926078796
JMI,2,0.0084,0.5,10,0.5596486926078796
JMI,2,0.0084,0.9,32,0.5277842283248901
JMI,2,0.0084,0.9,4,0.5277842283248901
JMI,2,0.0084,0.9,6,0.5277842283248901
JMI,2,0.0084,0.9,8,0.5277842283248901
JMI,2,0.0084,0.9,10,0.5277842283248901
